option_name_normalized,concept,concept_id,name_needs_review,raw_option_value,normalized_option_value
GRIP,GRIP,GRI,no,Negro,NEGRO
GRIP,GRIP,GRI,no,Nogal,NOGAL
GRIP,GRIP,GRI,no,Original,ORIGINAL
GRIP,GRIP,GRI,no,Red,RED
GRIP,GRIP,GRI,no,Russian Grip,RUSSIAN_GRIP
GRIP,GRIP,GRI,no,SAND,SAND
HANDGUARD,HANDGUARD,HAN,no,Hexagonal with M-LOCK,HEXAGONAL_WITH_M_LOCK
HANDGUARD,HANDGUARD,HAN,no,Picatinny,PICATINNY
HEAD,HEAD,HED,no,Bowl head,BOWL_HEAD
HEAD,HEAD,HED,no,Knob head,KNOB_HEAD
HILL_COMPRESSOR,HILL_COMPRESSOR,HIL,yes,No,NONE
HILL_COMPRESSOR,HILL_COMPRESSOR,HIL,yes,With Hill Compressor 220 VOLTS,WITH_HILL_COMPRESSOR_220_VOLTS
HOLDER,HOLDER,HOL,no,0,0
HOLDER,HOLDER,HOL,no,x1,X1
HOLDER,HOLDER,HOL,no,x3,X3
HOSE,HOSE,HOS,no,NO,NONE
HOSE,HOSE,HOS,no,No,NONE
HOSE,HOSE,HOS,no,Yes: 1000mm hose,YES_1000MM_HOSE
HOSE,HOSE,HOS,no,YES: 1000MM HOSE,YES_1000MM_HOSE
HOSE,HOSE,HOS,no,Yes: 500mm hose,YES_500MM_HOSE
HOSE,HOSE,HOS,no,YES: 500MM HOSE,YES_500MM_HOSE
INSERT_N,INSERT_N,INS,yes,Kit LSA218005 + LSA218006,KIT_LSA218005_LSA218006
INSERT_N,INSERT_N,INS,yes,LSA218005,LSA218005
INSERT_N,INSERT_N,INS,yes,LSA218006,LSA218006
JETS,JETS,JET,no,.0 + .1,0_1
JETS,JETS,JET,no,.1 + .1,1_1
JETS,JETS,JET,no,.1 + .2,1_2
JETS,JETS,JET,no,.2 + .2,2_2
JETS,JETS,JET,no,.2 + .3,2_3
JETS,JETS,JET,no,.3 + .4,3_4
JETS,JETS,JET,no,.4 + .4,4_4
JETS,JETS,JET,no,.5 + .5,5_5
JETS,JETS,JET,no,.5 + .6,5_6
JETS,JETS,JET,no,.6 + .6,6_6
JETS,JETS,JET,no,.6 + .7,6_7
JETS,JETS,JET,no,.7 + .7,7_7
JETS,JETS,JET,no,.7 + .8,7_8
JETS,JETS,JET,no,.8 + .8,8_8
JETS,JETS,JET,no,.8 + .9,8_9
JETS,JETS,JET,no,.9 + 1.0,9_1_0
JETS,JETS,JET,no,1.0 + 1.0,1_0_1_0
JETS,JETS,JET,no,1.0 + 1.1,1_0_1_1
JETS,JETS,JET,no,1.1 + 1.1,1_1_1_1
JETS,JETS,JET,no,1.1 + 1.2,1_1_1_2
JETS,JETS,JET,no,1.2 + 1.2,1_2_1_2
JETS,JETS,JET,no,1.2 + 1.3,1_2_1_3
JETS,JETS,JET,no,1.3 + 1.3,1_3_1_3
JETS,JETS,JET,no,1.3 + 2.0,1_3_2_0
JETS,JETS,JET,no,2.0 + 2.0,2_0_2_0
K1,K1,K1,yes,Special Edition (Walnut),SPECIAL_EDITION_WALNUT
K1,K1,K1,yes,Wolfiek Lite (Carbon Fiber),WOLFIEK_LITE_CARBON_FIBER
K1_LITE_CALIBER,K1_LITE_CALIBER,K1L,yes,.25 (6.35 mm),25_6_35_MM
K1_LITE_CALIBER,K1_LITE_CALIBER,K1L,yes,22 (5.5 mm),22_5_5_MM
K1_VERSION,K1_VERSION,K1V,yes,2022-up to date series,2022_UP_TO_DATE_SERIES
K1_VERSION,K1_VERSION,K1V,yes,up to 2021 K1 series,UP_TO_2021_K1_SERIES
KIT,KIT,KIT,yes,KIT 1,KIT_1
KIT,KIT,KIT,yes,KIT 2,KIT_2
KIT,KIT,KIT,yes,KIT 3,KIT_3
KIT,KIT,KIT,yes,KIT 4,KIT_4
KIT,KIT,KIT,yes,NO,NONE
KIT,KIT,KIT,yes,Pistol + 1/2-20 UNF adapter,PISTOL_1_2_20_UNF_ADAPTER
KIT,KIT,KIT,yes,Pistol + 1/2-20 UNF adapter + Shadow Suppressor,PISTOL_1_2_20_UNF_ADAPTER_SHADOW_SUPPRESSOR
KIT,KIT,KIT,yes,Pistol Only,PISTOL_ONLY
KIT,KIT,KIT,yes,YES,YES
LENGTH,LENGTH,LEN,no,"100 CM (39.4"")",100_CM_39_4
LENGTH,LENGTH,LEN,no,100mm (for 250mm barrel only),100MM_FOR_250MM_BARREL_ONLY
LENGTH,LENGTH,LEN,no,110 mm (27 cc),110_MM_27_CC
LENGTH,LENGTH,LEN,no,"116 mm (4.6"")",116_MM_4_6
LENGTH,LENGTH,LEN,no,120mm,120MM
LENGTH,LENGTH,LEN,no,120mm + 20mm encap,120MM_20MM_ENCAP
LENGTH,LENGTH,LEN,no,130 mm (42 cc),130_MM_42_CC
LENGTH,LENGTH,LEN,no,"136 mm (5.4"")",136_MM_5_4
LENGTH,LENGTH,LEN,no,145mm,145MM
LENGTH,LENGTH,LEN,no,15.25 MM,15_25_MM
LENGTH,LENGTH,LEN,no,15.25 MM + 16.00 MM,15_25_MM_16_00_MM
LENGTH,LENGTH,LEN,no,150 mm (57 cc),150_MM_57_CC
LENGTH,LENGTH,LEN,no,150mm,150MM
LENGTH,LENGTH,LEN,no,150mm + 50mm endcap,150MM_50MM_ENDCAP
LENGTH,LENGTH,LEN,no,"156 mm (6.1"")",156_MM_6_1
LENGTH,LENGTH,LEN,no,16.00 MM,16_00_MM
LENGTH,LENGTH,LEN,no,250 mm,250_MM
LENGTH,LENGTH,LEN,no,"250 MM (9.85"")",250_MM_9_85
LENGTH,LENGTH,LEN,no,"250 mm (9.85"")",250_MM_9_85
LENGTH,LENGTH,LEN,no,250mm,250MM
LENGTH,LENGTH,LEN,no,350,350
LENGTH,LENGTH,LEN,no,350 mm,350_MM
LENGTH,LENGTH,LEN,no,"350 MM (13.75"")",350_MM_13_75
LENGTH,LENGTH,LEN,no,"350 mm (13.75"")",350_MM_13_75
LENGTH,LENGTH,LEN,no,350mm,350MM
LENGTH,LENGTH,LEN,no,"350MM (13.75"")",350MM_13_75
LENGTH,LENGTH,LEN,no,450 mm,450_MM
LENGTH,LENGTH,LEN,no,"450 MM (17.70"")",450_MM_17_70
LENGTH,LENGTH,LEN,no,490 mm,490_MM
LENGTH,LENGTH,LEN,no,"50 CM (19.7"")",50_CM_19_7
LENGTH,LENGTH,LEN,no,"60 mm (2.36"")",60_MM_2_36
LENGTH,LENGTH,LEN,no,"600 MM (23.60"")",600_MM_23_60
LENGTH,LENGTH,LEN,no,610 mm,610_MM
LENGTH,LENGTH,LEN,no,"65 mm (2.6"")",65_MM_2_6
LENGTH,LENGTH,LEN,no,"80 mm (3.15"")",80_MM_3_15
LENGTH,LENGTH,LEN,no,"96 mm (3.8"")",96_MM_3_8
LENGTH,LENGTH,LEN,no,"For 350 mm (13.75"") barrel",FOR_350_MM_13_75_BARREL
LENGTH,LENGTH,LEN,no,"For 450 mm (17.70"") barrel",FOR_450_MM_17_70_BARREL
LENGTH,LENGTH,LEN,no,"For 600 mm (23.60"") barrel",FOR_600_MM_23_60_BARREL
LENGTH,LENGTH,LEN,no,"Suitable for 250mm (9.84"")",SUITABLE_FOR_250MM_9_84
LENGTH,LENGTH,LEN,no,"Suitable for 350mm (13.75"")",SUITABLE_FOR_350MM_13_75
LENGTH,LENGTH,LEN,no,"Suitable for 450mm (17.70"")",SUITABLE_FOR_450MM_17_70
LENGTH,LENGTH,LEN,no,"Suitable for 600mm (23.60"")",SUITABLE_FOR_600MM_23_60
LESHIY_2_CALIBER_BARREL_LENGTH,LESHIY_2_CALIBER_BARREL_LENGTH,LES,yes,.177 -- 250MM,177_250MM
LESHIY_2_CALIBER_BARREL_LENGTH,LESHIY_2_CALIBER_BARREL_LENGTH,LES,yes,.177 -- 350MM,177_350MM
LESHIY_2_CALIBER_BARREL_LENGTH,LESHIY_2_CALIBER_BARREL_LENGTH,LES,yes,.20 -- 250MM,20_250MM
LESHIY_2_CALIBER_BARREL_LENGTH,LESHIY_2_CALIBER_BARREL_LENGTH,LES,yes,.20 -- 350MM,20_350MM
LESHIY_2_CALIBER_BARREL_LENGTH,LESHIY_2_CALIBER_BARREL_LENGTH,LES,yes,.22 -- 250MM,22_250MM
LESHIY_2_CALIBER_BARREL_LENGTH,LESHIY_2_CALIBER_BARREL_LENGTH,LES,yes,.22 -- 350MM,22_350MM
LESHIY_2_CALIBER_BARREL_LENGTH,LESHIY_2_CALIBER_BARREL_LENGTH,LES,yes,.25 -- 250MM,25_250MM
LESHIY_2_CALIBER_BARREL_LENGTH,LESHIY_2_CALIBER_BARREL_LENGTH,LES,yes,.25 -- 350MM,25_350MM
LESHIY_2_CALIBER_BARREL_LENGTH,LESHIY_2_CALIBER_BARREL_LENGTH,LES,yes,.30 -- 250MM,30_250MM
LESHIY_2_CALIBER_BARREL_LENGTH,LESHIY_2_CALIBER_BARREL_LENGTH,LES,yes,.30 -- 350MM,30_350MM
LESHIY_CLASSIC_CALIBER_BARREL_LENGTH,LESHIY_CLASSIC_CALIBER_BARREL_LENGTH,LEH,yes,.177 --- 250MM,177_250MM
LESHIY_CLASSIC_CALIBER_BARREL_LENGTH,LESHIY_CLASSIC_CALIBER_BARREL_LENGTH,LEH,yes,.177 --- 350MM,177_350MM
LESHIY_CLASSIC_CALIBER_BARREL_LENGTH,LESHIY_CLASSIC_CALIBER_BARREL_LENGTH,LEH,yes,.20 --- 250MM,20_250MM
LESHIY_CLASSIC_CALIBER_BARREL_LENGTH,LESHIY_CLASSIC_CALIBER_BARREL_LENGTH,LEH,yes,.20 --- 350MM,20_350MM
LESHIY_CLASSIC_CALIBER_BARREL_LENGTH,LESHIY_CLASSIC_CALIBER_BARREL_LENGTH,LEH,yes,.22 --- 250MM,22_250MM
LESHIY_CLASSIC_CALIBER_BARREL_LENGTH,LESHIY_CLASSIC_CALIBER_BARREL_LENGTH,LEH,yes,.22 --- 350MM,22_350MM
LESHIY_CLASSIC_CALIBER_BARREL_LENGTH,LESHIY_CLASSIC_CALIBER_BARREL_LENGTH,LEH,yes,.25 --- 250MM,25_250MM
LESHIY_CLASSIC_CALIBER_BARREL_LENGTH,LESHIY_CLASSIC_CALIBER_BARREL_LENGTH,LEH,yes,.25 --- 350MM,25_350MM
MAGAZINE,MAGAZINE,MAG,no,2 MAGAZINES INCLUDED,2_MAGAZINES_INCLUDED
MAGAZINE,MAGAZINE,MAG,no,NO MAGAZINES INCLUDED,NO_MAGAZINES_INCLUDED
MAGAZINES,MAGAZINES,MAA,no,0,0
MAGAZINES,MAGAZINES,MAA,no,1,1
MAGAZINES,MAGAZINES,MAA,no,1- BLACK,1_BLACK
MAGAZINES,MAGAZINES,MAA,no,2,2
MAGAZINES,MAGAZINES,MAA,no,2- BLACK,2_BLACK
MAGAZINES,MAGAZINES,MAA,no,3,3
MAGAZINES,MAGAZINES,MAA,no,x1- BLACK (Pellets),X1_BLACK_PELLETS
MAGAZINES,MAGAZINES,MAA,no,x1- BLACK (Slugs),X1_BLACK_SLUGS
MAGAZINES,MAGAZINES,MAA,no,x2- BLACK (Pellets),X2_BLACK_PELLETS
MAGAZINES,MAGAZINES,MAA,no,x2- BLACK (Slugs),X2_BLACK_SLUGS
MAGAZINES_HOLDERS,MAGAZINES_HOLDERS,MGA,yes,0,0
MAGAZINES_HOLDERS,MAGAZINES_HOLDERS,MGA,yes,1,1
MAGAZINES_HOLDERS,MAGAZINES_HOLDERS,MGA,yes,2,2
MAGAZINES_HOLDERS,MAGAZINES_HOLDERS,MGA,yes,3,3
HOUSING_MATERIAL,MATERIAL,MAT,yes,Metal,METAL
HOUSING_MATERIAL,MATERIAL,MAT,yes,Plastic,PLASTIC
MATERIAL,MATERIAL,MAT,yes,Aluminium,ALUMINIUM
MATERIAL,MATERIAL,MAT,yes,Aluminum,ALUMINUM
MATERIAL,MATERIAL,MAT,yes,Carbon Fiber,CARBON_FIBER
MATERIAL,MATERIAL,MAT,yes,Metal,METAL
MATERIAL,MATERIAL,MAT,yes,PETG CF,PETG_CF
MATERIAL,MATERIAL,MAT,yes,PLA,PLA
MATERIAL,MATERIAL,MAT,yes,Plastic,PLASTIC
SHROUD_MATERIAL,MATERIAL,MAT,yes,Aluminum,ALUMINUM
SHROUD_MATERIAL,MATERIAL,MAT,yes,Carbon Fiber,CARBON_FIBER
MOA,MOA,MOA,no,0 MOA,0_MOA
MOA,MOA,MOA,no,20 MOA,20_MOA
MOA,MOA,MOA,no,Adjustable,ADJUSTABLE
MOUNT,MOUNT,MNT,no,DOVETAIL (11M),DOVETAIL_11M
MOUNT,MOUNT,MNT,no,Dovetail (11mm),DOVETAIL_11MM
MOUNT,MOUNT,MNT,no,DOVETAIL (11MM),DOVETAIL_11MM
MOUNT,MOUNT,MNT,no,None,NONE
MOUNT,MOUNT,MNT,no,NONE,NONE
MOUNT,MOUNT,MNT,no,Nono,NONO
MOUNT,MOUNT,MNT,no,Weaver,WEAVER
MOUNT,MOUNT,MNT,no,Weaver (22mm),WEAVER_22MM
MOUNT,MOUNT,MNT,no,WEAVER (22MM),WEAVER_22MM
MUZZLE_ENERGY,MUZZLE_ENERGY,MUZ,yes,140-200 J,140_200_J
MUZZLE_ENERGY,MUZZLE_ENERGY,MUZ,yes,50-90 J,50_90_J
MUZZLE_ENERGY,MUZZLE_ENERGY,MUZ,yes,90-140 J,90_140_J
O_RINGS,O_RINGS,ORI,yes,1.5x1.5 (NBR 70),1_5X1_5_NBR_70
O_RINGS,O_RINGS,ORI,yes,10 x 1.5 (NBR 70),10_X_1_5_NBR_70
O_RINGS,O_RINGS,ORI,yes,10x1.5 (NBR 70),10X1_5_NBR_70
O_RINGS,O_RINGS,ORI,yes,12 x 1.5 (NBR 70),12_X_1_5_NBR_70
O_RINGS,O_RINGS,ORI,yes,12 х 2 1 Out Side of barrel,12_2_1_OUT_SIDE_OF_BARREL
O_RINGS,O_RINGS,ORI,yes,12x1.5 (NBR 70),12X1_5_NBR_70
O_RINGS,O_RINGS,ORI,yes,13.1 х 1.6 2 Bypass bushing,13_1_1_6_2_BYPASS_BUSHING
O_RINGS,O_RINGS,ORI,yes,14 x 2 (NBR 70),14_X_2_NBR_70
O_RINGS,O_RINGS,ORI,yes,16 x 2 (NBR 70),16_X_2_NBR_70
O_RINGS,O_RINGS,ORI,yes,17x2 (NBR 70),17X2_NBR_70
O_RINGS,O_RINGS,ORI,yes,18 x 2 (NBR 70),18_X_2_NBR_70
O_RINGS,O_RINGS,ORI,yes,18 x 2.5 (NBR 70),18_X_2_5_NBR_70
O_RINGS,O_RINGS,ORI,yes,18x2 (NBR 70),18X2_NBR_70
O_RINGS,O_RINGS,ORI,yes,2.57 х 1.78 1 Fill port,2_57_1_78_1_FILL_PORT
O_RINGS,O_RINGS,ORI,yes,2.5x1.5 (NBR 70),2_5X1_5_NBR_70
O_RINGS,O_RINGS,ORI,yes,20x2.5 (NBR 70),20X2_5_NBR_70
O_RINGS,O_RINGS,ORI,yes,22 х 1.5 4 2 х Magazine (2 per magazine),22_1_5_4_2_MAGAZINE_2_PER_MAGAZINE
O_RINGS,O_RINGS,ORI,yes,25 x 3 (NBR 70),25_X_3_NBR_70
O_RINGS,O_RINGS,ORI,yes,25 х 3 6 Outer regulator fill plug assembly,25_3_6_OUTER_REGULATOR_FILL_PLUG_ASSEMBLY
O_RINGS,O_RINGS,ORI,yes,25x2.5 (NBR 70),25X2_5_NBR_70
O_RINGS,O_RINGS,ORI,yes,3 x 2 (NBR 70),3_X_2_NBR_70
O_RINGS,O_RINGS,ORI,yes,3.5x1.5 (NBR 70),3_5X1_5_NBR_70
O_RINGS,O_RINGS,ORI,yes,33 x 2.5 (NBR 70),33_X_2_5_NBR_70
O_RINGS,O_RINGS,ORI,yes,33 х 2 1 Moderator,33_2_1_MODERATOR
O_RINGS,O_RINGS,ORI,yes,36.5 х 2 1 Collar,36_5_2_1_COLLAR
O_RINGS,O_RINGS,ORI,yes,3x2 (NBR 70),3X2_NBR_70
O_RINGS,O_RINGS,ORI,yes,4 x 1 (NBR 70),4_X_1_NBR_70
O_RINGS,O_RINGS,ORI,yes,4 x 2 (NBR 70),4_X_2_NBR_70
O_RINGS,O_RINGS,ORI,yes,4.3 х 2.4 1 Breach 4.5 mm,4_3_2_4_1_BREACH_4_5_MM
O_RINGS,O_RINGS,ORI,yes,45 x 3 (NBR 70),45_X_3_NBR_70
O_RINGS,O_RINGS,ORI,yes,4x1 (NBR 70),4X1_NBR_70
O_RINGS,O_RINGS,ORI,yes,4x2 (NBR 70),4X2_NBR_70
O_RINGS,O_RINGS,ORI,yes,5 x 1.5 (NBR 70),5_X_1_5_NBR_70
O_RINGS,O_RINGS,ORI,yes,5 х 1.5 2 Regulator piston,5_1_5_2_REGULATOR_PISTON
O_RINGS,O_RINGS,ORI,yes,5 х 2.5 1 Behind Gauge,5_2_5_1_BEHIND_GAUGE
O_RINGS,O_RINGS,ORI,yes,5.3 х 2.4 1 Breach 5.5 mm,5_3_2_4_1_BREACH_5_5_MM
O_RINGS,O_RINGS,ORI,yes,5.5x1.5 (NBR 90),5_5X1_5_NBR_90
O_RINGS,O_RINGS,ORI,yes,5x1.5 (NBR 70),5X1_5_NBR_70
O_RINGS,O_RINGS,ORI,yes,5x2 (NBR 70),5X2_NBR_70
O_RINGS,O_RINGS,ORI,yes,6 х 2 1 Breach 6.35 mm,6_2_1_BREACH_6_35_MM
O_RINGS,O_RINGS,ORI,yes,6x1 (NBR 70),6X1_NBR_70
O_RINGS,O_RINGS,ORI,yes,7 x 1 (NBR 70),7_X_1_NBR_70
O_RINGS,O_RINGS,ORI,yes,7 x 1.5 (NBR 70),7_X_1_5_NBR_70
O_RINGS,O_RINGS,ORI,yes,7x2 (NBR 70),7X2_NBR_70
O_RINGS,O_RINGS,ORI,yes,8 x 1.5 (NBR 70),8_X_1_5_NBR_70
O_RINGS,O_RINGS,ORI,yes,8 х 1.5 1 Regulator piston,8_1_5_1_REGULATOR_PISTON
O_RINGS,O_RINGS,ORI,yes,8 х 2.5 1 Bypass,8_2_5_1_BYPASS
O_RINGS,O_RINGS,ORI,yes,Complete Kit,COMPLETE_KIT
OPTICS,OPTICS,OPT,yes,No,NONE
OPTICS,OPTICS,OPT,yes,Yes: Frenzy-S · 1x17x24 MIC Red Dot,YES_FRENZY_S_1X17X24_MIC_RED_DOT
OPTIMIZED_FOR,OPTIMIZED_FOR,OPI,yes,Pellets,PELLETS
OPTIMIZED_FOR,OPTIMIZED_FOR,OPI,yes,Slugs,SLUGS
OPTIONAL_LARGE_POWER_PLENUM,OPTIONAL_LARGE_POWER_PLENUM,OTI,yes,NO,NONE
OPTIONAL_LARGE_POWER_PLENUM,OPTIONAL_LARGE_POWER_PLENUM,OTI,yes,YES BLACK,YES_BLACK
OPTIONAL_LARGE_POWER_PLENUM,OPTIONAL_LARGE_POWER_PLENUM,OTI,yes,YES RED,YES_RED
PACKAGING,PACKAGING,PAC,no,Carton box,CARTON_BOX
PACKAGING,PACKAGING,PAC,no,Semi-rigid case,SEMI_RIGID_CASE
PACKAGING,PACKAGING,PAC,no,Semi-rigid Case,SEMI_RIGID_CASE
PAD_STYLE,PAD_STYLE,PAD,yes,K&L Bench Pad,K_AND_L_BENCH_PAD
PAD_STYLE,PAD_STYLE,PAD,yes,PRS Pad,PRS_PAD
C_DIGO,PART_NUMBER,PRT,yes,00.1: Bloque Mecanismo · 4.5,00_1_BLOQUE_MECANISMO_4_5
C_DIGO,PART_NUMBER,PRT,yes,00.2: Bloque Mecanismo · 5.5,00_2_BLOQUE_MECANISMO_5_5
C_DIGO,PART_NUMBER,PRT,yes,00.3: Bloque Mecanismo · 6.35,00_3_BLOQUE_MECANISMO_6_35
C_DIGO,PART_NUMBER,PRT,yes,00: Bloque Central,00_BLOQUE_CENTRAL
C_DIGO,PART_NUMBER,PRT,yes,00: BLOQUE CUERPO,00_BLOQUE_CUERPO
C_DIGO,PART_NUMBER,PRT,yes,00: Bloque Cuerpo,00_BLOQUE_CUERPO
C_DIGO,PART_NUMBER,PRT,yes,00: Bloque Mecanismo,00_BLOQUE_MECANISMO
C_DIGO,PART_NUMBER,PRT,yes,00: Caja Martillo,00_CAJA_MARTILLO
C_DIGO,PART_NUMBER,PRT,yes,00: Depósito,00_DEP_SITO
C_DIGO,PART_NUMBER,PRT,yes,00: Gatillo,00_GATILLO
C_DIGO,PART_NUMBER,PRT,yes,00: Plug Frontal,00_PLUG_FRONTAL
C_DIGO,PART_NUMBER,PRT,yes,00: Plug Trasero,00_PLUG_TRASERO
C_DIGO,PART_NUMBER,PRT,yes,00: Rabera,00_RABERA
C_DIGO,PART_NUMBER,PRT,yes,00: Rampa Cerrojo,00_RAMPA_CERROJO
C_DIGO,PART_NUMBER,PRT,yes,00: Regulador,00_REGULADOR
C_DIGO,PART_NUMBER,PRT,yes,00: Tensor de Muelle,00_TENSOR_DE_MUELLE
C_DIGO,PART_NUMBER,PRT,yes,01.02: Frame 5.5 · KL110410-5.5,01_02_FRAME_5_5_KL110410_5_5
C_DIGO,PART_NUMBER,PRT,yes,01.03: Frame 6.35 · KL110410-6.35,01_03_FRAME_6_35_KL110410_6_35
C_DIGO,PART_NUMBER,PRT,yes,01.1: Frame 4.5 · KL110410-4.5,01_1_FRAME_4_5_KL110410_4_5
C_DIGO,PART_NUMBER,PRT,yes,01.2: Frame 5.5 · KL110410-5.5,01_2_FRAME_5_5_KL110410_5_5
C_DIGO,PART_NUMBER,PRT,yes,01.2: Reservoir Long · KL110201-02,01_2_RESERVOIR_LONG_KL110201_02
C_DIGO,PART_NUMBER,PRT,yes,01.2: Reservoir Standard · KL110201-01,01_2_RESERVOIR_STANDARD_KL110201_01
C_DIGO,PART_NUMBER,PRT,yes,01.3: Frame 6.35 · KL110410-6.35,01_3_FRAME_6_35_KL110410_6_35
C_DIGO,PART_NUMBER,PRT,yes,01: Adjusting case · LS.910.002,01_ADJUSTING_CASE_LS_910_002
C_DIGO,PART_NUMBER,PRT,yes,01: Back plug · KL110211,01_BACK_PLUG_KL110211
C_DIGO,PART_NUMBER,PRT,yes,01: Back plug · LS.620.005,01_BACK_PLUG_LS_620_005
C_DIGO,PART_NUMBER,PRT,yes,01: BASE · KL000001-00,01_BASE_KL000001_00
C_DIGO,PART_NUMBER,PRT,yes,01: Body · KL130121,01_BODY_KL130121
C_DIGO,PART_NUMBER,PRT,yes,01: Body · KL230125,01_BODY_KL230125
C_DIGO,PART_NUMBER,PRT,yes,01: Body · LS.610.006,01_BODY_LS_610_006
C_DIGO,PART_NUMBER,PRT,yes,01: Buttplate · LS.801.101,01_BUTTPLATE_LS_801_101
C_DIGO,PART_NUMBER,PRT,yes,01: Carriage · KL1300131,01_CARRIAGE_KL1300131
C_DIGO,PART_NUMBER,PRT,yes,01: Carriage · KL130131,01_CARRIAGE_KL130131
C_DIGO,PART_NUMBER,PRT,yes,01: Forward plug · KL000006,01_FORWARD_PLUG_KL000006
C_DIGO,PART_NUMBER,PRT,yes,01: Forward Plug · LMM.610.001,01_FORWARD_PLUG_LMM_610_001
C_DIGO,PART_NUMBER,PRT,yes,01: Forward plug · LMM.610.001,01_FORWARD_PLUG_LMM_610_001
C_DIGO,PART_NUMBER,PRT,yes,01: Framework · LS.900.048,01_FRAMEWORK_LS_900_048
C_DIGO,PART_NUMBER,PRT,yes,01: Receiver · KL130110,01_RECEIVER_KL130110
C_DIGO,PART_NUMBER,PRT,yes,01: RECEIVER · KL130120,01_RECEIVER_KL130120
C_DIGO,PART_NUMBER,PRT,yes,01: Receiver · KL130120,01_RECEIVER_KL130120
C_DIGO,PART_NUMBER,PRT,yes,01: Reservoir short · KL110201-00,01_RESERVOIR_SHORT_KL110201_00
C_DIGO,PART_NUMBER,PRT,yes,01: Reservoir · LS.600.003,01_RESERVOIR_LS_600_003
C_DIGO,PART_NUMBER,PRT,yes,01: Rod · KL000110,01_ROD_KL000110
C_DIGO,PART_NUMBER,PRT,yes,01: Yoke · KL130125,01_YOKE_KL130125
C_DIGO,PART_NUMBER,PRT,yes,02.02: Bolt 5.5 · LM.100.002-01,02_02_BOLT_5_5_LM_100_002_01
C_DIGO,PART_NUMBER,PRT,yes,02.03: Bolt 6.35 · LM.100.002-03,02_03_BOLT_6_35_LM_100_002_03
C_DIGO,PART_NUMBER,PRT,yes,02.1: Bolt 4.5 · LM.100.002-00,02_1_BOLT_4_5_LM_100_002_00
C_DIGO,PART_NUMBER,PRT,yes,02.2: Bolt 5.5 · LM.100.002-01,02_2_BOLT_5_5_LM_100_002_01
C_DIGO,PART_NUMBER,PRT,yes,02.3: Bolt 6.35 · LM.100.002-03,02_3_BOLT_6_35_LM_100_002_03
C_DIGO,PART_NUMBER,PRT,yes,02: Back plug · LS.620.000,02_BACK_PLUG_LS_620_000
C_DIGO,PART_NUMBER,PRT,yes,02: Ball · d3 Ball,02_BALL_D3_BALL
C_DIGO,PART_NUMBER,PRT,yes,02: Bush · KL000008,02_BUSH_KL000008
C_DIGO,PART_NUMBER,PRT,yes,02: Bushing · KL110212,02_BUSHING_KL110212
C_DIGO,PART_NUMBER,PRT,yes,02: BUTTPLATE · LS.801.000,02_BUTTPLATE_LS_801_000
C_DIGO,PART_NUMBER,PRT,yes,02: Carriage · KL130130,02_CARRIAGE_KL130130
C_DIGO,PART_NUMBER,PRT,yes,02: Forward plug · LMM.610.000,02_FORWARD_PLUG_LMM_610_000
C_DIGO,PART_NUMBER,PRT,yes,02: Low pressure body · A00000959,02_LOW_PRESSURE_BODY_A00000959
C_DIGO,PART_NUMBER,PRT,yes,02: O-ring · 13.1x1.6,02_O_RING_13_1X1_6
C_DIGO,PART_NUMBER,PRT,yes,02: O-ring · 8x1.5,02_O_RING_8X1_5
C_DIGO,PART_NUMBER,PRT,yes,02: Sleeve · LMM.200.003,02_SLEEVE_LMM_200_003
C_DIGO,PART_NUMBER,PRT,yes,02: Sleeve · LS.630.015,02_SLEEVE_LS_630_015
C_DIGO,PART_NUMBER,PRT,yes,02: Spring · 6x1.8x4x0.4,02_SPRING_6X1_8X4X0_4
C_DIGO,PART_NUMBER,PRT,yes,02: Spring · LS.800.003,02_SPRING_LS_800_003
C_DIGO,PART_NUMBER,PRT,yes,02: Spring · LS.910.005,02_SPRING_LS_910_005
C_DIGO,PART_NUMBER,PRT,yes,02: Spring · LS.910.05,02_SPRING_LS_910_05
C_DIGO,PART_NUMBER,PRT,yes,02: Stud · LMM.200.006,02_STUD_LMM_200_006
C_DIGO,PART_NUMBER,PRT,yes,02: Sud · LMM.200.006,02_SUD_LMM_200_006
C_DIGO,PART_NUMBER,PRT,yes,02: Triger · KL220111,02_TRIGER_KL220111
C_DIGO,PART_NUMBER,PRT,yes,02: Trigger · KL220111,02_TRIGGER_KL220111
C_DIGO,PART_NUMBER,PRT,yes,03.1: Sleeve 4.5 · KL100107-4.5,03_1_SLEEVE_4_5_KL100107_4_5
C_DIGO,PART_NUMBER,PRT,yes,03.2: Sleeve 5.5 · KL100107-5.5,03_2_SLEEVE_5_5_KL100107_5_5
C_DIGO,PART_NUMBER,PRT,yes,03.3: Sleeve 6.35 · KL100107-6.35,03_3_SLEEVE_6_35_KL100107_6_35
C_DIGO,PART_NUMBER,PRT,yes,03: Air regulator · KL100240,03_AIR_REGULATOR_KL100240
C_DIGO,PART_NUMBER,PRT,yes,03: Ball · d3,03_BALL_D3
C_DIGO,PART_NUMBER,PRT,yes,03: Ball · d4,03_BALL_D4
C_DIGO,PART_NUMBER,PRT,yes,03: Ball · D4 BALL,03_BALL_D4_BALL
C_DIGO,PART_NUMBER,PRT,yes,03: Bush · LS.900.020,03_BUSH_LS_900_020
